,2013-07-08 06:00:00,2013-07-08 09:00:00,2013-07-08 12:00:00,2013-07-08 15:00:00,2013-07-08 18:00:00,2013-07-08 21:00:00,2013-07-09 00:00:00,2013-07-09 03:00:00,2013-07-09 06:00:00
DWPC,19.28,18.4,19.13,21.83,23.31,23.23,24.77,22.51,21.07
HCLD,27.0,54.0,24.0,21.0,91.0,89.0,67.0,73.0,35.0
LCLD,0.0,3.0,-9999.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,0.0,0.0,0.0,4.0,10.0,22.0,0.0,0.0,0.0
PRCP,0.0,0.1,1.56,0.84,0.0,0.38,0.19,0.08,0.0
PRES,989.4,989.3,990.7,990.3,990.5,989.0,989.2,989.7,989.7
TMPC,21.14,20.04,19.74,25.14,28.84,29.14,26.94,23.64,22.24
UWND,0.3,1.8,1.9,1.7,3.1,3.9,1.7,1.7,1.4
VWND,3.2,2.8,2.9,3.7,3.4,3.1,2.4,2.4,2.4
WSPD,3.2140317359976396,3.3286633954186473,3.4669871646719432,4.071854614300467,4.601086828130937,4.98196748283246,2.9410882339705484,2.9410882339705484,2.778488797889961
