,2011-06-13 06:00:00,2011-06-13 09:00:00,2011-06-13 12:00:00,2011-06-13 15:00:00,2011-06-13 18:00:00,2011-06-13 21:00:00,2011-06-14 00:00:00,2011-06-14 03:00:00,2011-06-14 06:00:00
DWPC,6.7,5.76,7.84,12.56,15.11,15.89,16.51,15.14,14.43
HCLD,7.0,1.0,1.0,8.0,26.0,67.0,99.0,63.0,9.0
LCLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLD,35.0,1.0,-9999.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRES,991.8,991.3,992.3,992.6,990.9,989.7,989.3,990.2,989.7
TMPC,10.54,8.94,10.64,17.34,21.54,21.94,20.24,16.04,14.94
UWND,-2.4,-2.3,-1.9,-2.0,-3.1,-2.9,-2.3,-2.5,-2.9
VWND,-1.9,-1.0,-0.5,-0.5,-0.2,-0.7,0.5,0.1,-0.1
WSPD,3.0610455730027932,2.5079872407968904,1.96468827043885,2.0615528128088303,3.1064449134018135,2.9832867780352594,2.3537204591879637,2.5019992006393608,2.9017236257093817
